Unnamed: 0,Rating,Jurisdiction,Charges,Days_of_disposal,City,Years_of_Experience,Type_of_Lawyer,Languages,Pro_bono,Lawyer Names,Lawfirms,Demography,Gender
686,3.0,High Court,352,96.0,['Hyderabad'],10,"['Real Estate', 'Constitutional', 'Medical']","['Tamil', 'Gujarati', 'Urdu']",no,Hunar Mandal,['Wadhwa Inc'],Small Businesses.,Male
687,3.0,High Court,150,82.0,['Chennai'],26,"['Civil', 'Family', 'Family']","['Punjabi', 'Odia', 'Malayalam']",yes,Hunar Mane,['Garg LLC'],Small Businesses.,Male
688,3.0,Supreme Court,147,97.0,['Hyderabad'],15,"['Labor', 'Labor', 'Tax']","['Kannada', 'Assamese', 'Tamil']",no,Hunar Saraf,['Subramaniam-Sani'],Small Businesses.,Male
689,4.0,District Court,475,94.0,['Delhi'],28,"['Immigration', 'Banking and Finance', 'Medical']","['Bengali', 'Gujarati', 'Malayalam']",yes,Inaaya  Bora,"['Basu', 'Sami', 'Kuruvilla']",Large Corporations.,Female
690,1.0,District Court,245,98.0,['Delhi'],6,"['Criminal', 'Family', 'Tax']","['Punjabi', 'Assamese', 'Odia']",no,Inaaya  Chand,['Viswanathan Inc'],Individuals.,Female
691,3.0,Specialized Court,252,105.0,['Chennai'],21,"['Banking and Finance', 'Constitutional', 'Environmental']","['Punjabi', 'Assamese', 'Marathi']",no,Inaaya  Kala,"['Bail', 'Gala', 'Bawa']",Individuals.,Female
692,2.0,Supreme Court,143,95.0,['Delhi'],1,"['Family', 'Family', 'Criminal']","['Telugu', 'Marathi', 'Tamil']",no,Inaaya  Kara,"['Sani', 'Balay', 'Karpe']",Large Corporations.,Female
693,1.0,High Court,445,111.0,['Delhi'],16,"['Tax', 'Environmental', 'Real Estate']","['Punjabi', 'Urdu', 'Tamil']",yes,Inaaya  Mammen,"['Chada', 'Sons']",Large Corporations.,Female
694,5.0,District Court,180,115.0,['Kolkata'],10,"['Labor', 'Constitutional', 'Family']","['Telugu', 'Gujarati']",yes,Inaaya  Sunder,['Borah Ltd'],Individuals.,Female
695,5.0,Supreme Court,309,86.0,['Delhi'],7,"['Intellectual Property', 'Labor', 'Tax']","['Telugu', 'Hindi', 'Punjabi']",no,Inaaya  Wagle,['Devan-Jha'],Small Businesses.,Female
696,4.0,Specialized Court,404,119.0,['Mumbai'],28,"['Immigration', 'Labor', 'Real Estate']","['Hindi', 'Urdu']",no,Indrajit Brahmbhatt,['Sule-Gokhale'],Individuals.,Male
697,3.0,Supreme Court,112,96.0,['Mumbai'],6,"['Constitutional', 'Media and Entertainment', 'Environmental']","['Assamese', 'Tamil']",yes,Indrajit Dara,"['Thakkar', 'Shan', 'Sawhney']",Small Businesses.,Male
698,2.0,High Court,197,93.0,['Hyderabad'],15,"['Corporate', 'Human Rights', 'Civil']","['Kannada', 'Hindi', 'Tamil']",no,Indrajit Deshpande,['Wali-Shukla'],Individuals.,Male
699,5.0,Supreme Court,104,78.0,['Hyderabad'],9,"['Criminal', 'Human Rights', 'Corporate']","['Marathi', 'Urdu']",yes,Indrajit Dhar,"['Bir', 'Gill', 'Chahal']",Individuals.,Male
700,4.0,High Court,438,70.0,['Bangalore'],7,"['Immigration', 'Intellectual Property', 'Family']","['Punjabi', 'Urdu', 'Malayalam']",yes,Indrajit Hegde,['Verma-Brahmbhatt'],Individuals.,Male
701,,Specialized Court,488,90.0,['Hyderabad'],26,"['Banking and Finance', 'Medical', 'Consumer Protection']","['Assamese', 'Gujarati', 'Marathi']",no,Indrajit Johal,['Yohannan LLC'],Small Businesses.,Male
702,1.0,Specialized Court,407,90.0,['Kolkata'],14,"['Immigration', 'Intellectual Property', 'Criminal']","['Assamese', 'Urdu', 'Malayalam']",yes,Indrajit Kalita,['Ghosh-Goswami'],Large Corporations.,Male
703,4.0,District Court,64,81.0,['Bangalore'],23,"['Tax', 'Consumer Protection', 'Criminal']","['Assamese', 'Hindi', 'Malayalam']",no,Indrajit Sarraf,"['Kaur', 'Wason', 'Sekhon']",Large Corporations.,Male
704,2.0,District Court,204,66.0,['Chennai'],29,"['Corporate', 'Environmental', 'Banking and Finance']","['Assamese', 'Gujarati', 'Hindi']",no,Indrajit Tripathi,['Gole Ltd'],Small Businesses.,Male
705,1.0,District Court,340,96.0,['Hyderabad'],7,"['Environmental', 'Intellectual Property', 'Consumer Protection']","['Punjabi', 'Telugu', 'Odia']",yes,Indrajit Varghese,['Ahuja PLC'],Individuals.,Male
706,2.0,Supreme Court,360,70.0,['Kolkata'],15,"['Environmental', 'Consumer Protection', 'Banking and Finance']","['Kannada', 'Gujarati']",yes,Indrajit Warrior,['Ganguly PLC'],Individuals.,Male
707,5.0,Supreme Court,180,75.0,['Kolkata'],12,"['Labor', 'Tax', 'Intellectual Property']","['Punjabi', 'Marathi']",yes,Indrajit Wason,['Dutt Inc'],Small Businesses.,Male
708,4.0,District Court,259,74.0,['Chennai'],16,"['Tax', 'Tax', 'Civil']","['Assamese', 'Bengali', 'Hindi']",no,Indranil Bal,['Krishna Ltd'],Large Corporations.,Male
709,4.0,District Court,194,89.0,['Delhi'],10,"['Environmental', 'Consumer Protection', 'Consumer Protection']","['Kannada', 'Urdu', 'Malayalam']",no,Indranil Balakrishnan,"['Iyer', 'Ahluwalia', 'Kadakia']",Large Corporations.,Male
710,2.0,Specialized Court,208,77.0,['Hyderabad'],1,"['Intellectual Property', 'Human Rights', 'Tax']","['Bengali', 'Kannada', 'Assamese']",yes,Indranil Bose,['Ray Inc'],Small Businesses.,Male
711,,District Court,351,90.0,['Hyderabad'],26,"['Medical', 'Media and Entertainment', 'Immigration']","['Assamese', 'Odia', 'Malayalam']",no,Indranil Chanda,['Ray Ltd'],Large Corporations.,Male
712,1.0,Supreme Court,87,80.0,['Delhi'],24,"['Tax', 'Family', 'Intellectual Property']","['Hindi', 'Tamil', 'Malayalam']",yes,Indranil Khare,['Zachariah-Karnik'],Individuals.,Male
713,5.0,High Court,209,84.0,['Bangalore'],29,"['Intellectual Property', 'Human Rights', 'Criminal']","['Kannada', 'Bengali', 'Marathi']",no,Indranil Madan,['Sama Group'],Individuals.,Male
714,1.0,High Court,128,92.0,['Bangalore'],2,"['Labor', 'Consumer Protection', 'Civil']","['Telugu', 'Hindi', 'Tamil']",yes,Indranil Mani,"['Shan', 'Seth', 'Wagle']",Small Businesses.,Male
715,4.0,Specialized Court,310,90.0,['Bangalore'],5,"['Environmental', 'Corporate', 'Real Estate']","['Bengali', 'Telugu']",yes,Indranil Sarna,['Agarwal-Ganesan'],Individuals.,Male
716,,Supreme Court,482,90.0,['Mumbai'],3,"['Constitutional', 'Labor', 'Intellectual Property']","['Punjabi', 'Telugu', 'Malayalam']",no,Indranil Sidhu,"['Yohannan', 'Dar', 'Varty']",Small Businesses.,Male
717,3.0,High Court,120,80.0,['Delhi'],1,"['Labor', 'Medical', 'Intellectual Property']","['Kannada', 'Assamese', 'Odia']",yes,Indranil Subramaniam,['Kara-Kashyap'],Individuals.,Male
718,2.0,High Court,440,127.0,['Hyderabad'],12,"['Labor', 'Tax', 'Criminal']","['Telugu', 'Assamese', 'Marathi']",no,Indrans Bajwa,['Khalsa-Taneja'],Small Businesses.,Male
719,2.0,Supreme Court,350,84.0,['Bangalore'],11,"['Media and Entertainment', 'Civil', 'Media and Entertainment']","['Bengali', 'Tamil', 'Punjabi']",yes,Indrans Brar,"['K', 'a', 'Chakrabarti', 'Kala']",Large Corporations.,Male
720,2.0,High Court,75,92.0,['Delhi'],11,"['Family', 'Immigration', 'Criminal']","['Marathi', 'Hindi', 'Tamil']",no,Indrans Buch,['Hari PLC'],Individuals.,Male
721,5.0,High Court,178,80.0,['Chennai'],28,"['Environmental', 'Consumer Protection', 'Tax']","['Marathi', 'Gujarati', 'Urdu']",yes,Indrans Chaudhary,"['Batta', 'Sons']",Small Businesses.,Male
722,5.0,District Court,295,92.0,['Kolkata'],5,"['Constitutional', 'Family', 'Real Estate']","['Telugu', 'Kannada', 'Marathi']",no,Indrans Das,[],Individuals.,Male
723,3.0,Specialized Court,53,89.0,['Mumbai'],27,"['Intellectual Property', 'Labor', 'Tax']","['Punjabi', 'Telugu', 'Gujarati']",yes,Indrans Dhillon,['Kurian-Kumar'],Individuals.,Male
724,5.0,High Court,450,113.0,['Hyderabad'],8,"['Immigration', 'Tax', 'Immigration']","['Bengali', 'Telugu', 'Malayalam']",yes,Indrans Goel,"['Sem', 'Venkatesh', 'Chauhan']",Small Businesses.,Male
725,1.0,Specialized Court,410,80.0,['Mumbai'],12,"['Immigration', 'Family', 'Medical']","['Hindi', 'Urdu', 'Malayalam']",no,Indrans Khalsa,['Sarin-Mane'],Small Businesses.,Male
726,2.0,High Court,221,71.0,['Mumbai'],24,"['Consumer Protection', 'Human Rights', 'Human Rights']","['Tamil', 'Urdu', 'Malayalam']",yes,Indrans Shukla,"['Sengupta', 'Chhabra', 'Rao']",Large Corporations.,Male
727,2.0,District Court,222,94.0,['Chennai'],19,"['Intellectual Property', 'Intellectual Property', 'Banking and Finance']","['Bengali', 'Gujarati', 'Odia']",no,Indrans Upadhyay,['Ranganathan-Ahuja'],Individuals.,Male
728,2.0,Supreme Court,156,89.0,['Bangalore'],20,"['Media and Entertainment', 'Environmental', 'Human Rights']","['Assamese', 'Marathi', 'Gujarati']",no,Indrans Venkataraman,['Chaudhary LLC'],Individuals.,Male
729,2.0,District Court,94,92.0,['Delhi'],29,"['Medical', 'Civil', 'Real Estate']","['Hindi', 'Tamil']",no,Ira Bora,"['Anne', 'Dubey', 'Chad']",Small Businesses.,Female
730,1.0,District Court,335,90.0,['Hyderabad'],17,"['Intellectual Property', 'Corporate', 'Medical']","['Assamese', 'Odia']",yes,Ira Devi,['Goel-Ramaswamy'],Large Corporations.,Female
731,4.0,District Court,439,93.0,['Mumbai'],19,"['Immigration', 'Civil', 'Intellectual Property']","['Bengali', 'Assamese', 'Tamil']",no,Ira Gaba,"['Vyas', 'Sami', 'Kapur']",Small Businesses.,Female
732,1.0,High Court,465,101.0,['Chennai'],8,"['Corporate', 'Labor', 'Intellectual Property']","['Odia', 'Urdu']",yes,Ira Gara,['Raval-Bava'],Large Corporations.,Female
733,2.0,Supreme Court,311,115.0,['Chennai'],23,"['Tax', 'Real Estate', 'Medical']","['Bengali', 'Gujarati', 'Tamil']",no,Ira Kannan,"['Koshy', 'Kala', 'Gaba']",Small Businesses.,Female
734,,Specialized Court,171,90.0,['Bangalore'],1,"['Consumer Protection', 'Banking and Finance', 'Corporate']","['Telugu', 'Bengali', 'Marathi']",yes,Ira Kari,"['Sankaran', 'Sons']",Individuals.,Female
735,1.0,Specialized Court,127,61.0,['Chennai'],24,"['Media and Entertainment', 'Tax', 'Medical']","['Bengali', 'Hindi']",no,Ira Lata,['Venkataraman Inc'],Large Corporations.,Female
736,2.0,Specialized Court,83,82.0,['Mumbai'],25,"['Consumer Protection', 'Consumer Protection', 'Banking and Finance']","['Urdu', 'Tamil', 'Malayalam']",yes,Ira Mall,['Halder LLC'],Large Corporations.,Female
737,,Supreme Court,103,90.0,['Chennai'],8,"['Consumer Protection', 'Intellectual Property', 'Medical']","['Kannada', 'Assamese', 'Malayalam']",no,Ira Ratta,"['Bhalla', 'Badal', 'Batra']",Large Corporations.,Female
738,5.0,Supreme Court,263,64.0,['Chennai'],3,"['Civil', 'Real Estate', 'Criminal']","['Assamese', 'Hindi', 'Odia']",yes,Ishaan Bhandari,"['Aurora-R', 'hawa']",Large Corporations.,Male
739,3.0,High Court,269,123.0,['Bangalore'],1,"['Constitutional', 'Immigration', 'Constitutional']","['Hindi', 'Urdu']",no,Ishaan Bora,"['Thaker', 'Iyer', 'Balan']",Small Businesses.,Male
740,5.0,High Court,68,111.0,['Delhi'],7,"['Banking and Finance', 'Human Rights', 'Medical']","['Gujarati', 'Malayalam']",no,Ishaan Chandra,['Chacko-Gokhale'],Small Businesses.,Male
741,1.0,District Court,371,86.0,['Mumbai'],3,"['Labor', 'Intellectual Property', 'Civil']","['Bengali', 'Telugu', 'Gujarati']",yes,Ishaan Cheema,['Bal-Brar'],Individuals.,Male
742,5.0,Specialized Court,325,82.0,['Mumbai'],22,"['Corporate', 'Consumer Protection', 'Banking and Finance']","['Telugu', 'Hindi', 'Tamil']",no,Ishaan Doctor,"['Madan', 'Dugar', 'Tara']",Individuals.,Male
743,3.0,High Court,257,56.0,['Delhi'],15,"['Corporate', 'Corporate', 'Labor']","['Assamese', 'Hindi']",yes,Ishaan Doshi,['Yogi-Sridhar'],Large Corporations.,Male
744,2.0,Supreme Court,333,101.0,['Mumbai'],9,"['Consumer Protection', 'Corporate', 'Real Estate']","['Telugu', 'Odia', 'Urdu']",yes,Ishaan Mann,['Bhalla LLC'],Small Businesses.,Male
745,4.0,Supreme Court,425,75.0,['Delhi'],5,"['Consumer Protection', 'Real Estate', 'Human Rights']","['Odia', 'Malayalam']",no,Ishaan Ratta,"['Ganesh', 'Mahal', 'Gill']",Individuals.,Male
746,1.0,High Court,201,93.0,['Hyderabad'],25,"['Family', 'Intellectual Property', 'Real Estate']","['Assamese', 'Kannada']",no,Ishaan Rattan,"['Kale', 'Borde', 'Guha']",Large Corporations.,Male
747,2.0,Supreme Court,237,100.0,['Hyderabad'],22,"['Medical', 'Immigration', 'Real Estate']","['Gujarati', 'Urdu']",no,Ishaan Soni,"['Ramanathan', 'T', 'on', 'Dara']",Small Businesses.,Male
748,3.0,District Court,344,81.0,['Kolkata'],22,"['Criminal', 'Environmental', 'Human Rights']","['Telugu', 'Hindi', 'Tamil']",yes,Ishita Bains,"['M', 'er Ltd']",Large Corporations.,Female
749,1.0,District Court,278,84.0,['Mumbai'],1,"['Media and Entertainment', 'Labor', 'Human Rights']","['Telugu', 'Odia']",yes,Ishita Balasubramanian,"['Sastry', 'Bala', 'Dyal']",Individuals.,Female
750,3.0,District Court,378,75.0,['Hyderabad'],18,"['Labor', 'Family', 'Consumer Protection']","['Kannada', 'Assamese', 'Urdu']",no,Ishita Bhagat,['Shenoy Group'],Large Corporations.,Female
751,2.0,High Court,444,90.0,['Chennai'],12,"['Media and Entertainment', 'Labor', 'Immigration']","['Bengali', 'Kannada', 'Punjabi']",no,Ishita Choudhry,['Sarraf-Sibal'],Individuals.,Female
752,3.0,Specialized Court,411,83.0,['Bangalore'],25,"['Labor', 'Corporate', 'Civil']","['Bengali', 'Gujarati', 'Tamil']",yes,Ishita Gulati,['Dutta Group'],Large Corporations.,Female
753,4.0,High Court,127,57.0,['Hyderabad'],6,"['Constitutional', 'Constitutional', 'Real Estate']","['Assamese', 'Odia', 'Tamil']",yes,Ishita Joshi,"['Sheth', 'Dey', 'Bhardwaj']",Small Businesses.,Female
754,3.0,High Court,89,81.0,['Hyderabad'],28,"['Medical', 'Real Estate', 'Constitutional']","['Kannada', 'Hindi', 'Tamil']",yes,Ishita Kala,['Ramaswamy LLC'],Individuals.,Female
755,5.0,District Court,247,94.0,['Hyderabad'],27,"['Human Rights', 'Constitutional', 'Human Rights']","['Punjabi', 'Odia', 'Malayalam']",no,Ishita Kaul,"['Savant', 'Grover', 'Iyer']",Individuals.,Female
756,4.0,High Court,103,81.0,['Delhi'],26,"['Civil', 'Corporate', 'Immigration']","['Telugu', 'Kannada', 'Tamil']",no,Ishita Mahajan,"['Madan', 'Dhar', 'Gaba']",Small Businesses.,Female
757,2.0,High Court,72,93.0,['Chennai'],23,"['Medical', 'Civil', 'Tax']","['Bengali', 'Marathi', 'Malayalam']",yes,Ishita Sangha,"['Rege', 'Arora', 'Lall']",Individuals.,Female
758,1.0,Supreme Court,109,85.0,['Delhi'],28,"['Media and Entertainment', 'Media and Entertainment', 'Human Rights']","['Bengali', 'Gujarati', 'Punjabi']",no,Ishita Varkey,"['Goswami', 'Kala', 'Golla']",Large Corporations.,Female
759,2.0,Specialized Court,389,82.0,['Bangalore'],23,"['Civil', 'Real Estate', 'Consumer Protection']","['Hindi', 'Urdu', 'Tamil']",yes,Ivan Bath,['Gade Inc'],Large Corporations.,Male
760,1.0,Supreme Court,262,85.0,['Mumbai'],9,"['Real Estate', 'Consumer Protection', 'Constitutional']","['Telugu', 'Assamese', 'Urdu']",no,Ivan Batra,"['Lal', 'Bhakta', 'Karnik']",Individuals.,Male
761,4.0,District Court,442,90.0,['Hyderabad'],25,"['Corporate', 'Labor', 'Banking and Finance']","['Telugu', 'Tamil', 'Urdu']",yes,Ivan Chaudhuri,"['Srivastava', 'Sethi', 'Baria']",Large Corporations.,Male
762,5.0,Specialized Court,75,74.0,['Chennai'],2,"['Human Rights', 'Labor', 'Civil']","['Kannada', 'Gujarati', 'Odia']",yes,Ivan Dhaliwal,"['Mammen', 'Setty', 'Badal']",Individuals.,Male
763,5.0,District Court,90,77.0,['Delhi'],21,"['Constitutional', 'Banking and Finance', 'Media and Entertainment']","['Bengali', 'Assamese']",yes,Ivan Koshy,"['Roy', 'Krishna', 'Kala']",Small Businesses.,Male
764,,Specialized Court,77,90.0,['Delhi'],17,"['Criminal', 'Criminal', 'Medical']","['Assamese', 'Hindi', 'Tamil']",no,Ivan Kunda,['Dar-Guha'],Small Businesses.,Male
765,5.0,District Court,251,98.0,['Hyderabad'],17,"['Environmental', 'Environmental', 'Banking and Finance']","['Kannada', 'Gujarati', 'Marathi']",no,Ivan Mane,['Lad Inc'],Individuals.,Male
766,4.0,Specialized Court,60,108.0,['Chennai'],6,"['Intellectual Property', 'Consumer Protection', 'Real Estate']","['Bengali', 'Tamil', 'Malayalam']",yes,Ivan Rajagopalan,"['Chaudhari', 'Dalal', 'Ben']",Large Corporations.,Male
767,3.0,High Court,322,99.0,['Chennai'],24,"['Human Rights', 'Media and Entertainment', 'Civil']","['Kannada', 'Gujarati', 'Marathi']",no,Ivana Amble,"['Choudhry', 'Aurora', 'Rajan']",Individuals.,Female
768,2.0,District Court,368,92.0,['Hyderabad'],23,"['Consumer Protection', 'Banking and Finance', 'Intellectual Property']","['Marathi', 'Urdu', 'Tamil']",yes,Ivana Chaudry,['Uppal-Banerjee'],Small Businesses.,Female
769,5.0,Supreme Court,160,75.0,['Kolkata'],14,"['Tax', 'Media and Entertainment', 'Labor']","['Gujarati', 'Odia', 'Malayalam']",yes,Ivana Gera,['Agrawal-Barman'],Large Corporations.,Female
770,3.0,Specialized Court,436,100.0,['Bangalore'],14,"['Real Estate', 'Consumer Protection', 'Criminal']","['Odia', 'Malayalam']",no,Ivana Gola,['Sridhar-Rau'],Small Businesses.,Female
771,,High Court,301,90.0,['Delhi'],27,"['Real Estate', 'Banking and Finance', 'Corporate']","['Kannada', 'Gujarati', 'Odia']",no,Ivana Halder,"['Sule', 'Sons']",Individuals.,Female
772,3.0,High Court,89,91.0,['Hyderabad'],28,"['Media and Entertainment', 'Media and Entertainment', 'Medical']","['Telugu', 'Gujarati', 'Hindi']",yes,Ivana Madan,['Banik-Raval'],Small Businesses.,Female
773,5.0,High Court,489,90.0,['Kolkata'],13,"['Real Estate', 'Human Rights', 'Media and Entertainment']","['Telugu', 'Gujarati', 'Urdu']",no,Ivana Tak,[],Large Corporations.,Female
774,4.0,Supreme Court,167,79.0,['Kolkata'],28,"['Medical', 'Human Rights', 'Banking and Finance']","['Marathi', 'Odia']",no,Ivana Zacharia,"['Sarin', 'Sons']",Small Businesses.,Female
775,3.0,District Court,201,85.0,['Delhi'],6,"['Immigration', 'Media and Entertainment', 'Criminal']","['Odia', 'Malayalam']",yes,Jayan Aurora,"['Bajaj', 'Majumdar', 'Zachariah']",Small Businesses.,Male
776,1.0,Supreme Court,359,92.0,['Bangalore'],26,"['Family', 'Media and Entertainment', 'Criminal']","['Punjabi', 'Odia']",yes,Jayan Bahl,['Malhotra-Buch'],Individuals.,Male
777,4.0,High Court,194,120.0,['Bangalore'],10,"['Immigration', 'Immigration', 'Intellectual Property']","['Punjabi', 'Marathi']",no,Jayan Buch,"['Garde', 'Sons']",Large Corporations.,Male
778,4.0,High Court,323,113.0,['Delhi'],4,"['Medical', 'Criminal', 'Medical']","['Telugu', 'Marathi', 'Gujarati']",no,Jayan Goda,['Mangal LLC'],Individuals.,Male
779,1.0,District Court,165,81.0,['Kolkata'],3,"['Human Rights', 'Civil', 'Consumer Protection']","['Gujarati', 'Tamil', 'Hindi']",yes,Jayan Hayer,['Tank PLC'],Small Businesses.,Male
780,,High Court,245,90.0,['Mumbai'],18,"['Family', 'Banking and Finance', 'Consumer Protection']","['Assamese', 'Bengali', 'Gujarati']",yes,Jayan Kata,"['Dash', 'Talwar', 'Bhatti']",Individuals.,Male
781,1.0,Supreme Court,155,71.0,['Hyderabad'],9,"['Human Rights', 'Corporate', 'Environmental']","['Gujarati', 'Odia', 'Urdu']",no,Jayan Kaur,"['Kunda', 'Bose', 'Varughese']",Small Businesses.,Male
782,2.0,Specialized Court,83,98.0,['Mumbai'],26,"['Human Rights', 'Medical', 'Environmental']","['Odia', 'Tamil', 'Malayalam']",no,Jayan Kunda,['Arora-Thakkar'],Individuals.,Male
783,,High Court,290,90.0,['Hyderabad'],21,"['Corporate', 'Human Rights', 'Banking and Finance']","['Punjabi', 'Telugu']",no,Jayan Sha,['Yogi Ltd'],Small Businesses.,Male
784,5.0,High Court,159,108.0,['Kolkata'],6,"['Medical', 'Consumer Protection', 'Immigration']","['Marathi', 'Urdu', 'Hindi']",yes,Jayan Vig,['Dewan-Soni'],Individuals.,Male
785,2.0,Supreme Court,444,106.0,['Mumbai'],2,"['Intellectual Property', 'Consumer Protection', 'Banking and Finance']","['Telugu', 'Bengali', 'Assamese']",no,Jayant Basu,['Gopal-Soni'],Large Corporations.,Male
786,4.0,High Court,222,108.0,['Chennai'],22,"['Media and Entertainment', 'Human Rights', 'Criminal']","['Telugu', 'Marathi', 'Odia']",no,Jayant Bumb,"['Seshadri', 'Mammen', 'Saran']",Individuals.,Male
787,4.0,High Court,267,83.0,['Kolkata'],1,"['Medical', 'Media and Entertainment', 'Civil']","['Punjabi', 'Marathi']",yes,Jayant Contractor,['Mannan-Bajwa'],Small Businesses.,Male
788,2.0,District Court,374,84.0,['Delhi'],4,"['Real Estate', 'Real Estate', 'Constitutional']","['Kannada', 'Odia', 'Urdu']",no,Jayant Doshi,['Kohli-Vaidya'],Small Businesses.,Male
789,3.0,High Court,412,88.0,['Delhi'],19,"['Real Estate', 'Human Rights', 'Environmental']","['Assamese', 'Marathi', 'Urdu']",no,Jayant Gandhi,['Anne Ltd'],Individuals.,Male
790,,Specialized Court,169,90.0,['Chennai'],18,"['Intellectual Property', 'Corporate', 'Consumer Protection']","['Marathi', 'Odia']",no,Jayant Goda,"['Soman-Ch', 'er']",Small Businesses.,Male
791,,District Court,401,90.0,['Bangalore'],11,"['Real Estate', 'Medical', 'Human Rights']","['Bengali', 'Marathi', 'Punjabi']",no,Jayant Gulati,"['Buch', 'Wali', 'Bail']",Small Businesses.,Male
792,2.0,Supreme Court,420,96.0,['Chennai'],22,"['Corporate', 'Labor', 'Criminal']","['Bengali', 'Assamese', 'Marathi']",no,Jayant Kala,['Subramaniam PLC'],Individuals.,Male
793,4.0,Supreme Court,329,70.0,['Delhi'],19,"['Intellectual Property', 'Banking and Finance', 'Corporate']","['Assamese', 'Hindi', 'Urdu']",yes,Jayant Manda,['Kala-Sethi'],Large Corporations.,Male
794,5.0,Specialized Court,304,89.0,['Kolkata'],4,"['Banking and Finance', 'Constitutional', 'Banking and Finance']","['Kannada', 'Marathi', 'Hindi']",no,Jayant Manne,['Kohli PLC'],Large Corporations.,Male
795,4.0,High Court,57,101.0,['Hyderabad'],11,"['Constitutional', 'Media and Entertainment', 'Medical']","['Bengali', 'Gujarati']",no,Jayant Raman,['Kunda PLC'],Individuals.,Male
