,Lawyer Names,0,1,2,3,4,5,6,7,8,First_Name,Gender
583,Kiara Karpe,"Kiara Karpe has 7 years of experience in Constitutional Law, Medical Law, and Labor Law",He has a Client Feedback of 2.0 out of 5.0,His Jurisdiction is District Court,He charges 79.25035502699983 USD per hour,He takes 80.12425923089332 Avg Days for Disposal,"He speaks: Marathi, Assamese and Telugu","He practices at Ravel, Bhatti and Ganesan, and is based in Delhi",He does not provide pro bono services to the community,His Client Demographics is Large Corporations.,Kiara,Female
584,Kiara Sharaf,"Kiara Sharaf has 1 years of experience in Labor Law, Labor Law, and Human Rights Law",He has a Client Feedback of 3.0 out of 5.0,His Jurisdiction is Specialized Court,He charges 469.4602619292274 USD per hour,He takes 85.67200648977305 Avg Days for Disposal,"He speaks: Tamil, Odia and Urdu","He practices at Mahal-Sinha, and is based in Hyderabad",He provides pro bono services to the community,His Client Demographics is Individuals.,Kiara,Female
585,Ishita Choudhry,"Ishita Choudhry has 12 years of experience in Media and Entertainment Law, Labor Law, and Immigration Law",He has a Client Feedback of 2.0 out of 5.0,His Jurisdiction is High Court,He charges 443.6361830700386 USD per hour,He takes 89.8550336802998 Avg Days for Disposal,"He speaks: Bengali, Kannada and Punjabi","He practices at Sarraf-Sibal, and is based in Chennai",He does not provide pro bono services to the community,His Client Demographics is Individuals.,Ishita,Female
586,Ishita Varkey,"Ishita Varkey has 28 years of experience in Media and Entertainment Law, Media and Entertainment Law, and Human Rights Law",He has a Client Feedback of 1.0 out of 5.0,His Jurisdiction is Supreme Court,He charges 108.89651234910919 USD per hour,He takes 84.86777023309142 Avg Days for Disposal,"He speaks: Bengali, Punjabi and Gujarati","He practices at Goswami, Kala and Golla, and is based in Delhi",She does not provide pro bono services to the community,Her Client Demographics is Large Corporations.,Ishita,Female
587,Ishita Bains,"Ishita Bains has 22 years of experience in Criminal Law, Environmental Law, and Human Rights Law",He has a Client Feedback of 3.0 out of 5.0,His Jurisdiction is District Court,He charges 344.29739963911175 USD per hour,He takes 80.57775900366536 Avg Days for Disposal,"He speaks: Tamil, Telugu and Hindi","He practices at Mander Ltd, and is based in Kolkata",He provides pro bono services to the community,His Client Demographics is Large Corporations.,Ishita,Female
588,Ishita Bhagat,"Ishita Bhagat has 18 years of experience in Labor Law, Family Law, and Consumer Protection Law",He has a Client Feedback of 3.0 out of 5.0,His Jurisdiction is District Court,He charges 378.450102966619 USD per hour,He takes 74.24720193957496 Avg Days for Disposal,"He speaks: Urdu, Kannada and Assamese","He practices at Shenoy Group, and is based in Hyderabad",He does not provide pro bono services to the community,His Client Demographics is Large Corporations.,Ishita,Female
589,Ishita Kaul,"Ishita Kaul has 27 years of experience in Human Rights Law, Constitutional Law, and Human Rights Law",He has a Client Feedback of 5.0 out of 5.0,His Jurisdiction is District Court,He charges 246.71664727026558 USD per hour,He takes 93.82096706070314 Avg Days for Disposal,"He speaks: Malayalam, Odia and Punjabi","He practices at Savant, Grover and Iyer, and is based in Hyderabad",He does not provide pro bono services to the community,His Client Demographics is Individuals.,Ishita,Female
590,Ishita Mahajan,"Ishita Mahajan has 26 years of experience in Civil Law, Corporate Law, and Immigration Law",He has a Client Feedback of 4.0 out of 5.0,His Jurisdiction is High Court,He charges 102.90076210442146 USD per hour,He takes 80.53138295638949 Avg Days for Disposal,"He speaks: Tamil, Telugu and Kannada","He practices at Madan, Dhar and Gaba, and is based in Delhi",She does not provide pro bono services to the community,Her Client Demographics is Small Businesses.,Ishita,Female
591,Ishita Sangha,"Ishita Sangha has 23 years of experience in Medical Law, Civil Law, and Tax Law",He has a Client Feedback of 2.0 out of 5.0,His Jurisdiction is High Court,He charges 72.18484808412647 USD per hour,He takes 92.25903739266951 Avg Days for Disposal,"He speaks: Marathi, Malayalam and Bengali","He practices at Rege, Arora and Lall, and is based in Chennai",She provides pro bono services to the community,Her Client Demographics is Individuals.,Ishita,Female
592,Ishita Gulati,"Ishita Gulati has 25 years of experience in Labor Law, Corporate Law, and Civil Law",He has a Client Feedback of 3.0 out of 5.0,His Jurisdiction is Specialized Court,He charges 411.1523366682326 USD per hour,He takes 82.60622587576121 Avg Days for Disposal,"He speaks: Tamil, Gujarati and Bengali","He practices at Dutta Group, and is based in Bangalore",He provides pro bono services to the community,His Client Demographics is Large Corporations.,Ishita,Female
593,Ishita Balasubramanian,"Ishita Balasubramanian has 1 years of experience in Media and Entertainment Law, Labor Law, and Human Rights Law",He has a Client Feedback of 1.0 out of 5.0,His Jurisdiction is District Court,He charges 277.94749995884627 USD per hour,He takes 83.4614779636435 Avg Days for Disposal,"He speaks: Odia, Telugu and Telugu","He practices at Sastry, Bala and Dyal, and is based in Mumbai",She provides pro bono services to the community,Her Client Demographics is Individuals.,Ishita,Female
594,Ishita Kala,"Ishita Kala has 28 years of experience in Medical Law, Real Estate Law, and Constitutional Law",He has a Client Feedback of 3.0 out of 5.0,His Jurisdiction is High Court,He charges 88.51979877024574 USD per hour,He takes 80.59360762841555 Avg Days for Disposal,"He speaks: Hindi, Kannada and Tamil","He practices at Ramaswamy LLC, and is based in Hyderabad",She provides pro bono services to the community,Her Client Demographics is Individuals.,Ishita,Female
595,Ishita Joshi,"Ishita Joshi has 6 years of experience in Constitutional Law, Constitutional Law, and Real Estate Law",He has a Client Feedback of 4.0 out of 5.0,His Jurisdiction is High Court,He charges 126.56423307972106 USD per hour,He takes 56.95629970191422 Avg Days for Disposal,"He speaks: Odia, Assamese and Tamil","He practices at Sheth, Dey and Bhardwaj, and is based in Hyderabad",He provides pro bono services to the community,His Client Demographics is Small Businesses.,Ishita,Female
596,Yashvi Bakshi,"Yashvi Bakshi has 29 years of experience in Constitutional Law, Immigration Law, and Labor Law",He has a Client Feedback of 5.0 out of 5.0,His Jurisdiction is District Court,He charges 472.42368589003837 USD per hour,He takes 103.18445959605977 Avg Days for Disposal,"He speaks: Telugu, Odia and Marathi","He practices at Chakraborty, Joshi and Rege, and is based in Mumbai",She does not provide pro bono services to the community,Her Client Demographics is Individuals.,Yashvi,Female
597,Yashvi Krish,"Yashvi Krish has 29 years of experience in Intellectual Property Law, Immigration Law, and Consumer Protection Law",He has a Client Feedback of N/A out of 5.0,His Jurisdiction is District Court,He charges 148.72522513831083 USD per hour,He takes N/A Avg Days for Disposal,"He speaks: Bengali, Tamil and Punjabi","He practices at Bail Group, and is based in Chennai",He does not provide pro bono services to the community,His Client Demographics is Large Corporations.,Yashvi,Female
598,Yashvi Sathe,"Yashvi Sathe has 1 years of experience in Intellectual Property Law, Civil Law, and Environmental Law",He has a Client Feedback of 3.0 out of 5.0,His Jurisdiction is Specialized Court,He charges 118.50269626259006 USD per hour,He takes 75.52815393555471 Avg Days for Disposal,"He speaks: Tamil, Kannada and Hindi","He practices at Sundaram-Soni, and is based in Hyderabad",He does not provide pro bono services to the community,His Client Demographics is Individuals.,Yashvi,Female
599,Yashvi Jhaveri,"Yashvi Jhaveri has 6 years of experience in Environmental Law, Criminal Law, and Immigration Law",He has a Client Feedback of 3.0 out of 5.0,His Jurisdiction is District Court,He charges 468.701870245264 USD per hour,He takes 57.96300226897792 Avg Days for Disposal,"He speaks: Odia, Urdu and Punjabi","He practices at Sandal, Sani and Dhaliwal, and is based in Mumbai",She provides pro bono services to the community,Her Client Demographics is Small Businesses.,Yashvi,Female
600,Yashvi Sami,"Yashvi Sami has 28 years of experience in Civil Law, Real Estate Law, and Real Estate Law",He has a Client Feedback of 1.0 out of 5.0,His Jurisdiction is Specialized Court,He charges 113.50675323469484 USD per hour,He takes 95.9856621096979 Avg Days for Disposal,"He speaks: Bengali, Bengali and Telugu","He practices at Dalal and Sons, and is based in Mumbai",He does not provide pro bono services to the community,His Client Demographics is Individuals.,Yashvi,Female
601,Yashvi Ram,"Yashvi Ram has 22 years of experience in Immigration Law, Real Estate Law, and Environmental Law",He has a Client Feedback of 5.0 out of 5.0,His Jurisdiction is Specialized Court,He charges 74.32143230737695 USD per hour,He takes 65.62318111676213 Avg Days for Disposal,"He speaks: Bengali, Marathi and Malayalam","He practices at Ramachandran Inc, and is based in Kolkata",She does not provide pro bono services to the community,Her Client Demographics is Small Businesses.,Yashvi,Female
602,Yashvi Sha,"Yashvi Sha has 9 years of experience in Corporate Law, Tax Law, and Media and Entertainment Law",He has a Client Feedback of 3.0 out of 5.0,His Jurisdiction is Specialized Court,He charges 51.05636324035392 USD per hour,He takes 67.45429710963779 Avg Days for Disposal,"He speaks: Hindi, Tamil and Odia","He practices at Chauhan-Shah, and is based in Kolkata",She does not provide pro bono services to the community,Her Client Demographics is Large Corporations.,Yashvi,Female
603,Yashvi Iyer,"Yashvi Iyer has 15 years of experience in Medical Law, Criminal Law, and Consumer Protection Law",He has a Client Feedback of 2.0 out of 5.0,His Jurisdiction is Specialized Court,He charges 135.9733409189073 USD per hour,He takes 69.75592116432108 Avg Days for Disposal,"He speaks: Kannada, Telugu and Tamil","He practices at Sabharwal Group, and is based in Chennai",He provides pro bono services to the community,His Client Demographics is Individuals.,Yashvi,Female
604,Yashvi Chanda,"Yashvi Chanda has 28 years of experience in Criminal Law, Corporate Law, and Civil Law",He has a Client Feedback of N/A out of 5.0,His Jurisdiction is High Court,He charges 78.81958573915483 USD per hour,He takes N/A Avg Days for Disposal,"He speaks: Urdu, Marathi and Gujarati","He practices at Ramachandran LLC, and is based in Hyderabad",She does not provide pro bono services to the community,Her Client Demographics is Individuals.,Yashvi,Female
605,Yashvi Bath,"Yashvi Bath has 26 years of experience in Human Rights Law, Family Law, and Medical Law",He has a Client Feedback of 5.0 out of 5.0,His Jurisdiction is Specialized Court,He charges 171.52630974570008 USD per hour,He takes 79.50598786946455 Avg Days for Disposal,"He speaks: Urdu, Telugu and Tamil","He practices at Kanda-Ravel, and is based in Mumbai",She does not provide pro bono services to the community,Her Client Demographics is Large Corporations.,Yashvi,Female
606,Yashvi Wadhwa,"Yashvi Wadhwa has 16 years of experience in Constitutional Law, Corporate Law, and Human Rights Law",He has a Client Feedback of 5.0 out of 5.0,His Jurisdiction is High Court,He charges 232.52872561494905 USD per hour,He takes 68.3519880932131 Avg Days for Disposal,"He speaks: Bengali, Assamese and Urdu","He practices at Gara PLC, and is based in Mumbai",He does not provide pro bono services to the community,His Client Demographics is Large Corporations.,Yashvi,Female
607,Zara Sant,"Zara Sant has 3 years of experience in Environmental Law, Intellectual Property Law, and Environmental Law",He has a Client Feedback of 2.0 out of 5.0,His Jurisdiction is District Court,He charges 297.745385278998 USD per hour,He takes 83.1021110652729 Avg Days for Disposal,"He speaks: Kannada, Urdu and Malayalam","He practices at Swamy-Hayre, and is based in Hyderabad",She does not provide pro bono services to the community,Her Client Demographics is Large Corporations.,Zara,Female
608,Zara Butala,"Zara Butala has 23 years of experience in Banking and Finance Law, Tax Law, and Criminal Law",He has a Client Feedback of 5.0 out of 5.0,His Jurisdiction is Specialized Court,He charges 499.50711489338454 USD per hour,He takes 77.26342723514665 Avg Days for Disposal,"He speaks: Malayalam, Kannada and Bengali","He practices at D’Alia-Chaudry, and is based in Mumbai",He provides pro bono services to the community,His Client Demographics is Small Businesses.,Zara,Female
609,Zara Uppal,"Zara Uppal has 2 years of experience in Media and Entertainment Law, Intellectual Property Law, and Constitutional Law",He has a Client Feedback of 5.0 out of 5.0,His Jurisdiction is High Court,He charges 64.02870910036455 USD per hour,He takes 104.97326483957595 Avg Days for Disposal,"He speaks: Malayalam, Kannada and Hindi","He practices at Brar Group, and is based in Hyderabad",He provides pro bono services to the community,His Client Demographics is Individuals.,Zara,Female
