,Lawyer Names,0,1,2,3,4,5,6,7,8,Gender
506,Ehsaan Sama,"Ehsaan Sama has 3 years of experience in Media and Entertainment Law, Human Rights Law, and Constitutional Law",He has a Client Feedback of 5.0 out of 5.0,His Jurisdiction is District Court,He charges 279.676724606918 USD per hour,He takes 92.92432638618281 Avg Days for Disposal,"He speaks: Urdu, Gujarati and Odia","He practices at Agrawal Group, and is based in Bangalore",She does not provide pro bono services to the community,Her Client Demographics is Small Businesses.,Male
507,Ehsaan Saraf,"Ehsaan Saraf has 29 years of experience in Environmental Law, Consumer Protection Law, and Environmental Law",He has a Client Feedback of 5.0 out of 5.0,His Jurisdiction is Supreme Court,He charges 476.7913199936718 USD per hour,He takes 78.41186832236646 Avg Days for Disposal,"He speaks: Kannada, Kannada and Hindi","He practices at Hari-Mandal, and is based in Kolkata",He does not provide pro bono services to the community,His Client Demographics is Large Corporations.,Male
508,Ehsaan Sodhi,"Ehsaan Sodhi has 12 years of experience in Civil Law, Corporate Law, and Corporate Law",He has a Client Feedback of 5.0 out of 5.0,His Jurisdiction is Supreme Court,He charges 232.9864370982367 USD per hour,He takes 102.9610497320842 Avg Days for Disposal,"He speaks: Telugu, Bengali and Urdu","He practices at Toor Inc, and is based in Mumbai",She provides pro bono services to the community,Her Client Demographics is Large Corporations.,Male
509,Ehsaan Varma,"Ehsaan Varma has 14 years of experience in Civil Law, Civil Law, and Real Estate Law",He has a Client Feedback of N/A out of 5.0,His Jurisdiction is District Court,He charges 233.61820772126748 USD per hour,He takes N/A Avg Days for Disposal,"He speaks: Hindi, Urdu and Marathi","He practices at Cherian-De, and is based in Bangalore",She does not provide pro bono services to the community,Her Client Demographics is Large Corporations.,Male
510,Ela Bail,"Ela Bail has 21 years of experience in Constitutional Law, Banking and Finance Law, and Immigration Law",He has a Client Feedback of 1.0 out of 5.0,His Jurisdiction is Supreme Court,He charges 442.1001165531271 USD per hour,He takes 97.28039861329785 Avg Days for Disposal,"He speaks: Urdu, Marathi and Malayalam","He practices at Virk Group, and is based in Hyderabad",He does not provide pro bono services to the community,His Client Demographics is Small Businesses.,Female
511,Ela Bakshi,"Ela Bakshi has 20 years of experience in Family Law, Civil Law, and Human Rights Law",He has a Client Feedback of 2.0 out of 5.0,His Jurisdiction is Specialized Court,He charges 171.65686572301297 USD per hour,He takes 83.1495357746513 Avg Days for Disposal,"He speaks: Kannada, Punjabi and Gujarati","He practices at Bhakta PLC, and is based in Bangalore",She provides pro bono services to the community,Her Client Demographics is Small Businesses.,Female
512,Ela Behl,"Ela Behl has 28 years of experience in Immigration Law, Family Law, and Banking and Finance Law",He has a Client Feedback of 2.0 out of 5.0,His Jurisdiction is High Court,He charges 325.7079551035732 USD per hour,He takes 85.6502796834504 Avg Days for Disposal,"He speaks: Marathi, Marathi and Odia","He practices at Ravel Group, and is based in Bangalore",She provides pro bono services to the community,Her Client Demographics is Individuals.,Female
513,Ela Chaudhry,"Ela Chaudhry has 19 years of experience in Labor Law, Criminal Law, and Constitutional Law",He has a Client Feedback of 4.0 out of 5.0,His Jurisdiction is Supreme Court,He charges 168.12887191994486 USD per hour,He takes 82.06625431343018 Avg Days for Disposal,"He speaks: Urdu, Urdu and Gujarati","He practices at Dhillon Group, and is based in Kolkata",He does not provide pro bono services to the community,His Client Demographics is Small Businesses.,Female
514,Ela Dugar,"Ela Dugar has 21 years of experience in Media and Entertainment Law, Constitutional Law, and Constitutional Law",He has a Client Feedback of N/A out of 5.0,His Jurisdiction is High Court,He charges 347.8864277527854 USD per hour,He takes N/A Avg Days for Disposal,"He speaks: Hindi, Tamil and Bengali","He practices at Sule-Sarma, and is based in Delhi",He does not provide pro bono services to the community,His Client Demographics is Large Corporations.,Female
515,Ela Goswami,"Ela Goswami has 15 years of experience in Tax Law, Human Rights Law, and Intellectual Property Law",He has a Client Feedback of 5.0 out of 5.0,His Jurisdiction is District Court,He charges 339.9904263334175 USD per hour,He takes 77.23229276328773 Avg Days for Disposal,"He speaks: Urdu, Gujarati and Urdu","He practices at Yogi, Gandhi and Thakkar, and is based in Hyderabad",She provides pro bono services to the community,Her Client Demographics is Small Businesses.,Female
516,Ela Iyer,"Ela Iyer has 2 years of experience in Medical Law, Environmental Law, and Family Law",He has a Client Feedback of 5.0 out of 5.0,His Jurisdiction is District Court,He charges 105.11663758263376 USD per hour,He takes 77.48592985398052 Avg Days for Disposal,"He speaks: Hindi, Assamese and Marathi","He practices at Thakkar-Sahota, and is based in Chennai",He provides pro bono services to the community,His Client Demographics is Small Businesses.,Female
517,Ela Kanda,"Ela Kanda has 28 years of experience in Media and Entertainment Law, Real Estate Law, and Human Rights Law",He has a Client Feedback of 5.0 out of 5.0,His Jurisdiction is District Court,He charges 397.50812415197447 USD per hour,He takes 89.66954891224589 Avg Days for Disposal,"He speaks: Marathi, Malayalam and Malayalam","He practices at Sampath-Chaudhry, and is based in Hyderabad",He does not provide pro bono services to the community,His Client Demographics is Individuals.,Female
518,Ela Kata,"Ela Kata has 10 years of experience in Family Law, Intellectual Property Law, and Tax Law",He has a Client Feedback of N/A out of 5.0,His Jurisdiction is High Court,He charges 437.55450226717363 USD per hour,He takes N/A Avg Days for Disposal,"He speaks: Telugu, Telugu and Kannada","He practices at Kashyap-Suresh, and is based in Mumbai",He provides pro bono services to the community,His Client Demographics is Individuals.,Female
519,Ela Kaul,"Ela Kaul has 9 years of experience in Labor Law, Immigration Law, and Constitutional Law",He has a Client Feedback of 1.0 out of 5.0,His Jurisdiction is District Court,He charges 482.637910030958 USD per hour,He takes 83.73325481229571 Avg Days for Disposal,"He speaks: Marathi, Telugu and Bengali","He practices at Rattan-Mani, and is based in Delhi",She provides pro bono services to the community,Her Client Demographics is Individuals.,Female
520,Ela Kohli,"Ela Kohli has 9 years of experience in Medical Law, Labor Law, and Environmental Law",He has a Client Feedback of 4.0 out of 5.0,His Jurisdiction is District Court,He charges 231.0326051343434 USD per hour,He takes 68.63748599718602 Avg Days for Disposal,"He speaks: Hindi, Bengali and Bengali","He practices at Lalla, Srinivas and Zacharia, and is based in Delhi",He does not provide pro bono services to the community,His Client Demographics is Small Businesses.,Female
521,Ela Mallick,"Ela Mallick has 19 years of experience in Criminal Law, Intellectual Property Law, and Family Law",He has a Client Feedback of 1.0 out of 5.0,His Jurisdiction is Specialized Court,He charges 404.72384367687334 USD per hour,He takes 78.20141862663225 Avg Days for Disposal,"He speaks: Malayalam, Punjabi and Urdu","He practices at Bhattacharyya-Keer, and is based in Bangalore",He provides pro bono services to the community,His Client Demographics is Individuals.,Female
522,Ela Mann,"Ela Mann has 29 years of experience in Environmental Law, Environmental Law, and Consumer Protection Law",He has a Client Feedback of 1.0 out of 5.0,His Jurisdiction is Supreme Court,He charges 88.09193911308304 USD per hour,He takes 79.48065643812674 Avg Days for Disposal,"He speaks: Gujarati, Gujarati and Bengali","He practices at Deol Inc, and is based in Chennai",She does not provide pro bono services to the community,Her Client Demographics is Small Businesses.,Female
523,Ela Rege,"Ela Rege has 27 years of experience in Labor Law, Corporate Law, and Family Law",He has a Client Feedback of 5.0 out of 5.0,His Jurisdiction is Specialized Court,He charges 379.99755892258804 USD per hour,He takes 87.9338840941811 Avg Days for Disposal,"He speaks: Punjabi, Marathi and Marathi","He practices at Sampath, Gill and Shroff, and is based in Bangalore",He does not provide pro bono services to the community,His Client Demographics is Small Businesses.,Female
524,Ela Sandal,"Ela Sandal has 13 years of experience in Medical Law, Environmental Law, and Human Rights Law",He has a Client Feedback of 3.0 out of 5.0,His Jurisdiction is Supreme Court,He charges 267.001353651797 USD per hour,He takes 89.12354821503767 Avg Days for Disposal,"He speaks: Bengali, Odia and Telugu","He practices at Chand-Ramachandran, and is based in Chennai",He provides pro bono services to the community,His Client Demographics is Large Corporations.,Female
525,Ela Subramaniam,"Ela Subramaniam has 10 years of experience in Tax Law, Immigration Law, and Labor Law",He has a Client Feedback of 3.0 out of 5.0,His Jurisdiction is Specialized Court,He charges 261.84307657442133 USD per hour,He takes 73.18298980863116 Avg Days for Disposal,"He speaks: Assamese, Marathi and Bengali","He practices at Vig, Bhagat and Butala, and is based in Mumbai",She does not provide pro bono services to the community,Her Client Demographics is Small Businesses.,Female
526,Ela Sunder,"Ela Sunder has 13 years of experience in Civil Law, Immigration Law, and Media and Entertainment Law",He has a Client Feedback of 3.0 out of 5.0,His Jurisdiction is High Court,He charges 117.43825949894823 USD per hour,He takes 97.91221249541596 Avg Days for Disposal,"He speaks: Odia, Malayalam and Punjabi","He practices at Mandal, Wable and Choudhury, and is based in Delhi",He provides pro bono services to the community,His Client Demographics is Individuals.,Female
527,Elakshi Chadha,"Elakshi Chadha has 3 years of experience in Real Estate Law, Environmental Law, and Corporate Law",He has a Client Feedback of 3.0 out of 5.0,His Jurisdiction is District Court,He charges 176.86829828820234 USD per hour,He takes 69.4138539365804 Avg Days for Disposal,"He speaks: Gujarati, Odia and Malayalam","He practices at Bhatt-Garde, and is based in Chennai",He provides pro bono services to the community,His Client Demographics is Small Businesses.,Female
528,Elakshi Chana,"Elakshi Chana has 14 years of experience in Civil Law, Corporate Law, and Banking and Finance Law",He has a Client Feedback of 2.0 out of 5.0,His Jurisdiction is High Court,He charges 50.3225864179609 USD per hour,He takes 96.67280306336232 Avg Days for Disposal,"He speaks: Assamese, Kannada and Punjabi","He practices at Kapur Inc, and is based in Hyderabad",He provides pro bono services to the community,His Client Demographics is Individuals.,Female
529,Elakshi Contractor,"Elakshi Contractor has 1 years of experience in Family Law, Criminal Law, and Medical Law",He has a Client Feedback of 3.0 out of 5.0,His Jurisdiction is District Court,He charges 493.21809879867124 USD per hour,He takes 79.9899992817528 Avg Days for Disposal,"He speaks: Hindi, Telugu and Gujarati","He practices at Varty-Shanker, and is based in Chennai",She does not provide pro bono services to the community,Her Client Demographics is Large Corporations.,Female
530,Elakshi Dhingra,"Elakshi Dhingra has 2 years of experience in Environmental Law, Criminal Law, and Real Estate Law",He has a Client Feedback of 1.0 out of 5.0,His Jurisdiction is Supreme Court,He charges 314.46645275366444 USD per hour,He takes 96.46514538195115 Avg Days for Disposal,"He speaks: Telugu, Urdu and Assamese","He practices at Amble PLC, and is based in Kolkata",She provides pro bono services to the community,Her Client Demographics is Small Businesses.,Female
531,Elakshi Kadakia,"Elakshi Kadakia has 2 years of experience in Consumer Protection Law, Corporate Law, and Civil Law",He has a Client Feedback of 1.0 out of 5.0,His Jurisdiction is District Court,He charges 342.5416030129691 USD per hour,He takes 93.16814098836684 Avg Days for Disposal,"He speaks: Telugu, Hindi and Assamese","He practices at Sehgal-Viswanathan, and is based in Mumbai",He does not provide pro bono services to the community,His Client Demographics is Small Businesses.,Female
