Lawyer Names,0,1,2,3,4,5,6,7,8
Nitya Shenoy,"Nitya Shenoy has 28 years of experience in Immigration Law, Intellectual Property Law, and Intellectual Property Law",He has a Client Feedback of 1.0 out of 5.0,His Jurisdiction is Supreme Court,He charges 325.9266623344027 USD per hour,He takes 86.26539517078987 Avg Days for Disposal,"He speaks: Punjabi, Punjabi and Gujarati","He practices at Dewan, Wable and Chandra, and is based in Mumbai",She provides pro bono services to the community,Her Client Demographics is Small Businesses.
Raghav Rajagopalan,"Raghav Rajagopalan has 12 years of experience in Intellectual Property Law, Environmental Law, and Tax Law",He has a Client Feedback of 2.0 out of 5.0,His Jurisdiction is Supreme Court,He charges 440.96049311801914 USD per hour,He takes 94.71194244675999 Avg Days for Disposal,"He speaks: Gujarati, Odia and Kannada","He practices at Ravi LLC, and is based in Kolkata",He does not provide pro bono services to the community,His Client Demographics is Large Corporations.
Armaan Datta,"Armaan Datta has 12 years of experience in Human Rights Law, Family Law, and Civil Law",He has a Client Feedback of 4.0 out of 5.0,His Jurisdiction is District Court,He charges 347.85570941236784 USD per hour,He takes 85.2587555831554 Avg Days for Disposal,"He speaks: Gujarati, Punjabi and Gujarati","He practices at Chowdhury-Zacharia, and is based in Kolkata",She does not provide pro bono services to the community,Her Client Demographics is Individuals.
Prerak Baria,"Prerak Baria has 5 years of experience in Labor Law, Real Estate Law, and Immigration Law",He has a Client Feedback of 2.0 out of 5.0,His Jurisdiction is Supreme Court,He charges 245.32199081518132 USD per hour,He takes 94.71508024697145 Avg Days for Disposal,"He speaks: Tamil, Telugu and Malayalam","He practices at Gandhi Group, and is based in Bangalore",He does not provide pro bono services to the community,His Client Demographics is Large Corporations.
Hridaan Vora,"Hridaan Vora has 7 years of experience in Banking and Finance Law, Corporate Law, and Medical Law",He has a Client Feedback of 2.0 out of 5.0,His Jurisdiction is District Court,He charges 418.7425341516643 USD per hour,He takes 96.58725200550626 Avg Days for Disposal,"He speaks: Telugu, Malayalam and Punjabi","He practices at Krishna-Raval, and is based in Bangalore",She does not provide pro bono services to the community,Her Client Demographics is Large Corporations.
Mamooty Bhatnagar,"Mamooty Bhatnagar has 4 years of experience in Intellectual Property Law, Human Rights Law, and Medical Law",He has a Client Feedback of 1.0 out of 5.0,His Jurisdiction is District Court,He charges 457.5119619079095 USD per hour,He takes 102.49769146905273 Avg Days for Disposal,"He speaks: Bengali, Assamese and Marathi","He practices at Ratti LLC, and is based in Chennai",She provides pro bono services to the community,Her Client Demographics is Small Businesses.
Zaina Sen,"Zaina Sen has 6 years of experience in Consumer Protection Law, Civil Law, and Real Estate Law",He has a Client Feedback of N/A out of 5.0,His Jurisdiction is Supreme Court,He charges 103.89198489448876 USD per hour,He takes N/A Avg Days for Disposal,"He speaks: Marathi, Telugu and Hindi","He practices at Johal, Srinivasan and Srinivas, and is based in Bangalore",She provides pro bono services to the community,Her Client Demographics is Small Businesses.
Damini Yohannan,"Damini Yohannan has 13 years of experience in Human Rights Law, Labor Law, and Media and Entertainment Law",He has a Client Feedback of 5.0 out of 5.0,His Jurisdiction is High Court,He charges 289.36983989875614 USD per hour,He takes 91.17011127718287 Avg Days for Disposal,"He speaks: Marathi, Malayalam and Telugu","He practices at Bahri LLC, and is based in Hyderabad",She does not provide pro bono services to the community,Her Client Demographics is Large Corporations.
Hansh Sami,"Hansh Sami has 20 years of experience in Medical Law, Immigration Law, and Civil Law",He has a Client Feedback of 5.0 out of 5.0,His Jurisdiction is Specialized Court,He charges 178.03038188409985 USD per hour,He takes 70.38335152278509 Avg Days for Disposal,"He speaks: Malayalam, Urdu and Gujarati","He practices at Chadha-Buch, and is based in Hyderabad",She does not provide pro bono services to the community,Her Client Demographics is Small Businesses.
Yuvaan Bakshi,"Yuvaan Bakshi has 15 years of experience in Banking and Finance Law, Intellectual Property Law, and Civil Law",He has a Client Feedback of 2.0 out of 5.0,His Jurisdiction is District Court,He charges 71.17753904462633 USD per hour,He takes 84.82343854771214 Avg Days for Disposal,"He speaks: Kannada, Urdu and Malayalam","He practices at Sarma-Suri, and is based in Mumbai",She provides pro bono services to the community,Her Client Demographics is Small Businesses.
Reyansh Shukla,"Reyansh Shukla has 3 years of experience in Constitutional Law, Tax Law, and Intellectual Property Law",He has a Client Feedback of 1.0 out of 5.0,His Jurisdiction is Supreme Court,He charges 350.8460128012934 USD per hour,He takes 90.66093851109899 Avg Days for Disposal,"He speaks: Kannada, Urdu and Malayalam","He practices at Suri-Barman, and is based in Mumbai",He provides pro bono services to the community,His Client Demographics is Small Businesses.
Anika Balay,"Anika Balay has 23 years of experience in Civil Law, Banking and Finance Law, and Constitutional Law",He has a Client Feedback of 3.0 out of 5.0,His Jurisdiction is District Court,He charges 438.2468498566515 USD per hour,He takes 62.46346865734365 Avg Days for Disposal,"He speaks: Tamil, Tamil and Gujarati","He practices at Savant, Andra and Swaminathan, and is based in Mumbai",She does not provide pro bono services to the community,Her Client Demographics is Large Corporations.
Alia Uppal,"Alia Uppal has 8 years of experience in Labor Law, Consumer Protection Law, and Real Estate Law",He has a Client Feedback of 2.0 out of 5.0,His Jurisdiction is High Court,He charges 123.30619451482733 USD per hour,He takes 110.82996780153724 Avg Days for Disposal,"He speaks: Urdu, Tamil and Malayalam","He practices at Bassi and Sons, and is based in Hyderabad",She provides pro bono services to the community,Her Client Demographics is Individuals.
Armaan Seshadri,"Armaan Seshadri has 20 years of experience in Real Estate Law, Consumer Protection Law, and Tax Law",He has a Client Feedback of 2.0 out of 5.0,His Jurisdiction is High Court,He charges 415.5861459307552 USD per hour,He takes 92.13566868765699 Avg Days for Disposal,"He speaks: Kannada, Bengali and Telugu","He practices at Randhawa Inc, and is based in Chennai",She provides pro bono services to the community,Her Client Demographics is Individuals.
Hazel Bhatti,"Hazel Bhatti has 16 years of experience in Family Law, Family Law, and Immigration Law",He has a Client Feedback of 1.0 out of 5.0,His Jurisdiction is Supreme Court,He charges 434.02808009162374 USD per hour,He takes 95.72029251870427 Avg Days for Disposal,"He speaks: Hindi, Gujarati and Hindi","He practices at Dhawan-Loke, and is based in Chennai",She provides pro bono services to the community,Her Client Demographics is Large Corporations.
Baiju Chauhan,"Baiju Chauhan has 13 years of experience in Civil Law, Media and Entertainment Law, and Real Estate Law",He has a Client Feedback of 4.0 out of 5.0,His Jurisdiction is District Court,He charges 461.4531991999176 USD per hour,He takes 110.48289693789398 Avg Days for Disposal,"He speaks: Tamil, Assamese and Punjabi","He practices at Wable-Jaggi, and is based in Bangalore",He does not provide pro bono services to the community,His Client Demographics is Small Businesses.
Jayant Goda,"Jayant Goda has 18 years of experience in Intellectual Property Law, Corporate Law, and Consumer Protection Law",He has a Client Feedback of N/A out of 5.0,His Jurisdiction is Specialized Court,He charges 169.3782900887236 USD per hour,He takes N/A Avg Days for Disposal,"He speaks: Marathi, Marathi and Odia","He practices at Soman-Chander, and is based in Chennai",He does not provide pro bono services to the community,His Client Demographics is Small Businesses.
Nayantara Sarna,"Nayantara Sarna has 28 years of experience in Criminal Law, Corporate Law, and Criminal Law",He has a Client Feedback of 4.0 out of 5.0,His Jurisdiction is Specialized Court,He charges 456.7788793354502 USD per hour,He takes 98.61062896326045 Avg Days for Disposal,"He speaks: Marathi, Telugu and Assamese","He practices at Sastry, Dash and Raj, and is based in Mumbai",He does not provide pro bono services to the community,His Client Demographics is Individuals.
Indranil Balakrishnan,"Indranil Balakrishnan has 10 years of experience in Environmental Law, Consumer Protection Law, and Consumer Protection Law",He has a Client Feedback of 4.0 out of 5.0,His Jurisdiction is District Court,He charges 194.29823963139452 USD per hour,He takes 88.35203815347097 Avg Days for Disposal,"He speaks: Malayalam, Kannada and Urdu","He practices at Iyer, Ahluwalia and Kadakia, and is based in Delhi",He does not provide pro bono services to the community,His Client Demographics is Large Corporations.
Tanya Bhargava,"Tanya Bhargava has 19 years of experience in Labor Law, Consumer Protection Law, and Constitutional Law",He has a Client Feedback of 5.0 out of 5.0,His Jurisdiction is District Court,He charges 298.55210605497626 USD per hour,He takes 87.23869699476121 Avg Days for Disposal,"He speaks: Bengali, Marathi and Assamese","He practices at Zachariah and Sons, and is based in Mumbai",He does not provide pro bono services to the community,His Client Demographics is Large Corporations.
Farhan Balasubramanian,"Farhan Balasubramanian has 17 years of experience in Labor Law, Medical Law, and Criminal Law",He has a Client Feedback of 1.0 out of 5.0,His Jurisdiction is District Court,He charges 72.72836187452697 USD per hour,He takes 78.41711418293431 Avg Days for Disposal,"He speaks: Punjabi, Malayalam and Gujarati","He practices at Thaman, Banik and Rege, and is based in Hyderabad",He provides pro bono services to the community,His Client Demographics is Small Businesses.
Divij Varughese,"Divij Varughese has 24 years of experience in Consumer Protection Law, Labor Law, and Immigration Law",He has a Client Feedback of 4.0 out of 5.0,His Jurisdiction is Supreme Court,He charges 69.74648976593463 USD per hour,He takes 114.98404820529791 Avg Days for Disposal,"He speaks: Hindi, Marathi and Hindi","He practices at Master, Vig and Dhawan, and is based in Delhi",She provides pro bono services to the community,Her Client Demographics is Small Businesses.
Khushi Wable,"Khushi Wable has 19 years of experience in Family Law, Medical Law, and Medical Law",He has a Client Feedback of 1.0 out of 5.0,His Jurisdiction is High Court,He charges 374.1679457294913 USD per hour,He takes 84.36749939886644 Avg Days for Disposal,"He speaks: Urdu, Kannada and Hindi","He practices at Gill, Sachdev and Gara, and is based in Bangalore",She provides pro bono services to the community,Her Client Demographics is Small Businesses.
Ojas Banerjee,"Ojas Banerjee has 28 years of experience in Corporate Law, Civil Law, and Intellectual Property Law",He has a Client Feedback of 5.0 out of 5.0,His Jurisdiction is Specialized Court,He charges 250.01599009000597 USD per hour,He takes 100.49196370343553 Avg Days for Disposal,"He speaks: Gujarati, Hindi and Marathi","He practices at Dash-Buch, and is based in Kolkata",He does not provide pro bono services to the community,His Client Demographics is Large Corporations.
Mishti Rege,"Mishti Rege has 26 years of experience in Immigration Law, Constitutional Law, and Intellectual Property Law",He has a Client Feedback of 1.0 out of 5.0,His Jurisdiction is Supreme Court,He charges 165.3315689161479 USD per hour,He takes 61.87488918792096 Avg Days for Disposal,"He speaks: Tamil, Odia and Gujarati","He practices at Bains, Lanka and Bhatti, and is based in Chennai",She provides pro bono services to the community,Her Client Demographics is Individuals.
Madhav Sarraf,"Madhav Sarraf has 23 years of experience in Immigration Law, Environmental Law, and Human Rights Law",He has a Client Feedback of 2.0 out of 5.0,His Jurisdiction is District Court,He charges 135.6860732112096 USD per hour,He takes 107.6998279453468 Avg Days for Disposal,"He speaks: Kannada, Gujarati and Malayalam","He practices at Manne PLC, and is based in Chennai",She does not provide pro bono services to the community,Her Client Demographics is Large Corporations.
